year,countyfips,State,est,naics
2012,37041,NC,1,623220
2013,37041,NC,1,623220
2014,37041,NC,1,623220
2015,37041,NC,1,623220
2016,37041,NC,1,623220
2013,37045,NC,1,623220
2012,37047,NC,1,623220
2013,37047,NC,1,623220
2014,37047,NC,1,623220
2015,37047,NC,1,623220
2016,37047,NC,1,623220
2009,37049,NC,4,623220
2010,37049,NC,4,623220
2011,37049,NC,4,623220
2012,37049,NC,2,623220
2013,37049,NC,2,623220
2014,37049,NC,2,623220
2015,37049,NC,2,623220
2016,37049,NC,2,623220
2009,37051,NC,12,623220
2010,37051,NC,16,623220
2011,37051,NC,12,623220
2012,37051,NC,14,623220
2013,37051,NC,17,623220
2014,37051,NC,17,623220
2015,37051,NC,17,623220
2016,37051,NC,16,623220
2009,37053,NC,1,623220
2010,37053,NC,1,623220
2011,37053,NC,1,623220
2012,37053,NC,1,623220
2013,37053,NC,1,623220
2014,37053,NC,1,623220
2015,37053,NC,1,623220
2016,37053,NC,1,623220
2009,37055,NC,1,623220
2010,37055,NC,2,623220
2011,37055,NC,3,623220
2012,37055,NC,2,623220
2013,37055,NC,3,623220
2014,37055,NC,3,623220
2015,37055,NC,3,623220
2016,37055,NC,3,623220
2009,37057,NC,1,623220
2010,37057,NC,1,623220
2011,37057,NC,1,623220
2012,37057,NC,1,623220
2013,37057,NC,1,623220
2014,37057,NC,1,623220
2015,37057,NC,1,623220
2016,37057,NC,1,623220
2009,37063,NC,14,623220
2010,37063,NC,18,623220
2011,37063,NC,19,623220
2012,37063,NC,16,623220
2013,37063,NC,17,623220
2014,37063,NC,17,623220
2015,37063,NC,15,623220
2016,37063,NC,15,623220
2009,37065,NC,2,623220
2010,37065,NC,1,623220
2011,37065,NC,1,623220
2012,37065,NC,2,623220
2013,37065,NC,2,623220
2014,37065,NC,1,623220
2015,37065,NC,1,623220
2009,37067,NC,4,623220
2010,37067,NC,3,623220
2011,37067,NC,3,623220
2012,37067,NC,3,623220
2013,37067,NC,4,623220
2014,37067,NC,7,623220
2015,37067,NC,5,623220
2016,37067,NC,4,623220
2012,37069,NC,1,623220
2013,37069,NC,1,623220
2014,37069,NC,1,623220
2009,37071,NC,9,623220
2010,37071,NC,4,623220
2011,37071,NC,3,623220
2012,37071,NC,5,623220
2013,37071,NC,3,623220
2014,37071,NC,3,623220
2015,37071,NC,2,623220
2016,37071,NC,2,623220
2009,37077,NC,2,623220
2010,37077,NC,1,623220
2011,37077,NC,1,623220
2012,37077,NC,1,623220
2013,37077,NC,1,623220
2014,37077,NC,1,623220
2015,37077,NC,1,623220
2016,37077,NC,2,623220
2009,37079,NC,5,623220
2010,37079,NC,3,623220
2011,37079,NC,2,623220
2012,37079,NC,2,623220
2013,37079,NC,2,623220
2014,37079,NC,2,623220
2015,37079,NC,1,623220
2016,37079,NC,1,623220
2009,37081,NC,19,623220
2010,37081,NC,24,623220
2011,37081,NC,17,623220
2012,37081,NC,16,623220
2013,37081,NC,17,623220
2014,37081,NC,20,623220
2015,37081,NC,17,623220
2016,37081,NC,18,623220
2009,37083,NC,2,623220
2010,37083,NC,2,623220
2011,37083,NC,2,623220
2012,37083,NC,2,623220
2013,37083,NC,2,623220
2014,37083,NC,2,623220
2015,37083,NC,2,623220
2016,37083,NC,2,623220
2011,37085,NC,1,623220
2012,37085,NC,4,623220
2013,37085,NC,4,623220
2014,37085,NC,4,623220
2015,37085,NC,4,623220
2016,37085,NC,3,623220
2012,37087,NC,4,623220
2013,37087,NC,4,623220
2014,37087,NC,4,623220
2015,37087,NC,4,623220
2016,37087,NC,4,623220
2010,37089,NC,1,623220
2013,37089,NC,1,623220
2014,37089,NC,1,623220
2015,37089,NC,1,623220
2016,37089,NC,1,623220
2009,37093,NC,2,623220
2012,37093,NC,1,623220
2013,37093,NC,1,623220
2014,37093,NC,1,623220
2015,37093,NC,2,623220
2016,37093,NC,3,623220
2009,37097,NC,5,623220
2010,37097,NC,7,623220
2011,37097,NC,5,623220
2012,37097,NC,4,623220
2013,37097,NC,4,623220
2014,37097,NC,5,623220
2015,37097,NC,5,623220
2016,37097,NC,5,623220
2009,37101,NC,2,623220
2010,37101,NC,2,623220
2011,37101,NC,1,623220
2012,37101,NC,3,623220
2013,37101,NC,3,623220
2014,37101,NC,2,623220
2015,37101,NC,2,623220
2016,37101,NC,2,623220
2009,37103,NC,1,623220
2010,37103,NC,1,623220
2011,37103,NC,1,623220
2012,37105,NC,1,623220
2013,37105,NC,1,623220
2014,37105,NC,1,623220
2015,37105,NC,1,623220
2016,37105,NC,1,623220
2009,37107,NC,11,623220
2010,37107,NC,11,623220
2011,37107,NC,5,623220
2012,37107,NC,4,623220
2013,37107,NC,3,623220
2014,37107,NC,3,623220
2015,37107,NC,4,623220
2016,37107,NC,3,623220
2009,37109,NC,2,623220
2009,37111,NC,1,623220
2010,37111,NC,1,623220
2011,37111,NC,1,623220
2009,37117,NC,1,623220
2010,37117,NC,1,623220
2011,37117,NC,1,623220
2009,37119,NC,30,623220
2010,37119,NC,30,623220
2011,37119,NC,20,623220
2012,37119,NC,28,623220
2013,37119,NC,26,623220
2014,37119,NC,26,623220
2015,37119,NC,27,623220
2016,37119,NC,28,623220
2009,37125,NC,3,623220
2010,37125,NC,3,623220
2011,37125,NC,2,623220
2012,37125,NC,4,623220
2013,37125,NC,5,623220
2014,37125,NC,4,623220
2015,37125,NC,4,623220
2016,37125,NC,4,623220
2009,37127,NC,3,623220
2010,37127,NC,3,623220
2011,37127,NC,2,623220
2012,37127,NC,2,623220
2013,37127,NC,2,623220
2014,37127,NC,2,623220
2015,37127,NC,1,623220
2009,37129,NC,3,623220
2010,37129,NC,3,623220
2011,37129,NC,3,623220
2012,37129,NC,2,623220
2013,37129,NC,2,623220
2014,37129,NC,1,623220
2015,37129,NC,2,623220
2016,37129,NC,3,623220
2009,37131,NC,1,623220
2009,37133,NC,2,623220
2010,37133,NC,2,623220
2011,37133,NC,1,623220
2009,37135,NC,4,623220
2010,37135,NC,4,623220
2011,37135,NC,4,623220
2012,37135,NC,5,623220
2013,37135,NC,5,623220
2014,37135,NC,5,623220
2015,37135,NC,5,623220
2016,37135,NC,5,623220
2009,37139,NC,1,623220
2010,37139,NC,1,623220
2011,37139,NC,1,623220
2012,37139,NC,3,623220
2013,37139,NC,3,623220
2014,37139,NC,3,623220
2015,37139,NC,3,623220
2016,37139,NC,3,623220
2014,37141,NC,1,623220
2009,37143,NC,1,623220
2010,37143,NC,1,623220
2011,37143,NC,1,623220
2012,37143,NC,1,623220
2013,37143,NC,1,623220
2014,37143,NC,1,623220
2015,37143,NC,1,623220
2016,37143,NC,1,623220
2010,37145,NC,1,623220
2011,37145,NC,1,623220
2012,37145,NC,1,623220
2013,37145,NC,1,623220
2014,37145,NC,1,623220
2015,37145,NC,1,623220
2016,37145,NC,1,623220
2009,37147,NC,8,623220
2010,37147,NC,7,623220
2011,37147,NC,4,623220
2012,37147,NC,2,623220
2013,37147,NC,2,623220
2014,37147,NC,2,623220
2015,37147,NC,2,623220
2016,37147,NC,2,623220
2009,37149,NC,4,623220
2010,37149,NC,4,623220
2011,37149,NC,4,623220
2012,37149,NC,2,623220
2013,37149,NC,2,623220
2014,37149,NC,2,623220
2015,37149,NC,2,623220
2016,37149,NC,2,623220
2009,37151,NC,2,623220
2010,37151,NC,2,623220
2011,37151,NC,2,623220
2012,37151,NC,1,623220
2013,37151,NC,1,623220
2014,37151,NC,1,623220
2015,37151,NC,1,623220
2016,37151,NC,1,623220
2012,37153,NC,1,623220
2013,37153,NC,1,623220
2009,37155,NC,3,623220
2010,37155,NC,6,623220
2011,37155,NC,7,623220
2012,37155,NC,8,623220
2013,37155,NC,8,623220
2014,37155,NC,9,623220
2015,37155,NC,6,623220
2016,37155,NC,6,623220
2009,37157,NC,2,623220
2010,37157,NC,2,623220
2011,37157,NC,2,623220
2012,37157,NC,3,623220
2013,37157,NC,4,623220
2014,37157,NC,4,623220
2015,37157,NC,4,623220
2016,37157,NC,4,623220
2009,37159,NC,5,623220
2010,37159,NC,5,623220
2011,37159,NC,5,623220
2012,37159,NC,4,623220
2013,37159,NC,4,623220
2014,37159,NC,3,623220
2015,37159,NC,2,623220
2016,37159,NC,3,623220
2009,37161,NC,2,623220
2010,37161,NC,1,623220
2011,37161,NC,1,623220
2012,37161,NC,2,623220
2013,37161,NC,2,623220
2014,37161,NC,2,623220
2015,37161,NC,2,623220
2016,37161,NC,2,623220
2009,37163,NC,2,623220
2010,37163,NC,2,623220
2011,37163,NC,2,623220
2012,37163,NC,2,623220
2013,37163,NC,1,623220
2014,37163,NC,1,623220
2015,37163,NC,1,623220
2009,37165,NC,1,623220
2012,37167,NC,1,623220
2013,37167,NC,1,623220
2014,37167,NC,1,623220
2015,37167,NC,2,623220
2016,37167,NC,2,623220
2015,37169,NC,1,623220
2009,37171,NC,1,623220
2010,37171,NC,2,623220
2011,37171,NC,2,623220
2012,37171,NC,2,623220
2013,37171,NC,2,623220
2014,37171,NC,2,623220
2015,37171,NC,2,623220
2016,37171,NC,2,623220
2009,37175,NC,1,623220
2010,37175,NC,1,623220
2011,37175,NC,1,623220
2012,37175,NC,1,623220
2013,37175,NC,1,623220
2014,37175,NC,2,623220
2015,37175,NC,2,623220
2016,37175,NC,2,623220
2009,37179,NC,4,623220
2010,37179,NC,3,623220
2011,37179,NC,2,623220
2012,37179,NC,2,623220
2013,37179,NC,2,623220
2014,37179,NC,2,623220
2015,37179,NC,2,623220
2016,37179,NC,2,623220
2009,37181,NC,2,623220
2010,37181,NC,1,623220
2011,37181,NC,1,623220
2009,37183,NC,10,623220
2010,37183,NC,11,623220
2011,37183,NC,10,623220
2012,37183,NC,8,623220
2013,37183,NC,6,623220
2014,37183,NC,8,623220
2015,37183,NC,9,623220
2016,37183,NC,8,623220
2009,37185,NC,1,623220
2010,37185,NC,1,623220
2011,37185,NC,1,623220
2012,37185,NC,1,623220
2013,37185,NC,1,623220
2014,37185,NC,1,623220
2015,37185,NC,1,623220
2016,37185,NC,1,623220
2009,37187,NC,2,623220
2010,37187,NC,2,623220
2011,37187,NC,2,623220
2009,37189,NC,1,623220
2010,37189,NC,1,623220
2011,37189,NC,1,623220
2012,37189,NC,1,623220
2013,37189,NC,1,623220
2014,37189,NC,1,623220
2015,37189,NC,1,623220
2016,37189,NC,1,623220
2009,37191,NC,7,623220
2010,37191,NC,8,623220
2011,37191,NC,5,623220
2012,37191,NC,3,623220
2013,37191,NC,2,623220
2014,37191,NC,2,623220
2015,37191,NC,2,623220
2016,37191,NC,2,623220
2011,37193,NC,1,623220
2012,37193,NC,1,623220
2013,37193,NC,1,623220
2014,37193,NC,1,623220
2015,37193,NC,1,623220
2016,37193,NC,1,623220
2009,37195,NC,5,623220
2010,37195,NC,5,623220
2011,37195,NC,5,623220
2012,37195,NC,3,623220
2013,37195,NC,3,623220
2014,37195,NC,3,623220
2015,37195,NC,2,623220
2016,37195,NC,2,623220
2009,38003,ND,1,623220
2010,38003,ND,1,623220
2011,38003,ND,1,623220
2009,38015,ND,4,623220
2010,38015,ND,4,623220
2011,38015,ND,3,623220
2012,38015,ND,3,623220
2013,38015,ND,2,623220
2014,38015,ND,3,623220
2015,38015,ND,3,623220
2016,38015,ND,3,623220
2009,38017,ND,3,623220
2010,38017,ND,5,623220
2011,38017,ND,5,623220
2012,38017,ND,5,623220
2013,38017,ND,5,623220
2014,38017,ND,6,623220
2015,38017,ND,6,623220
2016,38017,ND,6,623220
2009,38035,ND,1,623220
2010,38035,ND,1,623220
2011,38035,ND,1,623220
2014,38035,ND,1,623220
2015,38035,ND,1,623220
2016,38035,ND,1,623220
2014,38059,ND,1,623220
2015,38059,ND,1,623220
2016,38059,ND,1,623220
2014,38061,ND,1,623220
2015,38061,ND,1,623220
2016,38061,ND,1,623220
2010,38071,ND,1,623220
2011,38071,ND,1,623220
2012,38071,ND,2,623220
2013,38071,ND,2,623220
2014,38071,ND,1,623220
2015,38071,ND,1,623220
2016,38071,ND,1,623220
2012,38079,ND,1,623220
2013,38079,ND,1,623220
2014,38079,ND,1,623220
2015,38079,ND,1,623220
2016,38079,ND,1,623220
2009,38093,ND,2,623220
2010,38093,ND,1,623220
2011,38093,ND,1,623220
2014,38093,ND,1,623220
2015,38093,ND,1,623220
2016,38093,ND,1,623220
2009,38095,ND,1,623220
2010,38095,ND,1,623220
2011,38095,ND,1,623220
2012,38095,ND,1,623220
2013,38095,ND,1,623220
2014,38095,ND,1,623220
2009,38101,ND,2,623220
2010,38101,ND,2,623220
2011,38101,ND,2,623220
2012,38101,ND,1,623220
2013,38101,ND,1,623220
2014,38101,ND,2,623220
2015,38101,ND,2,623220
2016,38101,ND,2,623220
2009,39003,OH,2,623220
2010,39003,OH,1,623220
2011,39003,OH,1,623220
2009,39007,OH,2,623220
2010,39007,OH,4,623220
2011,39007,OH,4,623220
2012,39007,OH,5,623220
2013,39007,OH,3,623220
2014,39007,OH,3,623220
2015,39007,OH,3,623220
2016,39007,OH,3,623220
2009,39009,OH,5,623220
2010,39009,OH,5,623220
2011,39009,OH,5,623220
2012,39009,OH,4,623220
2013,39009,OH,4,623220
2014,39009,OH,2,623220
2015,39009,OH,4,623220
2016,39009,OH,3,623220
2009,39013,OH,1,623220
2010,39013,OH,2,623220
2011,39013,OH,2,623220
2012,39013,OH,2,623220
2013,39013,OH,2,623220
2014,39013,OH,2,623220
2015,39013,OH,2,623220
2016,39013,OH,2,623220
2009,39015,OH,2,623220
2010,39015,OH,2,623220
2011,39015,OH,2,623220
2012,39015,OH,1,623220
2013,39015,OH,1,623220
2014,39015,OH,1,623220
2015,39015,OH,1,623220
2016,39015,OH,1,623220
2009,39017,OH,6,623220
2010,39017,OH,12,623220
2011,39017,OH,11,623220
2012,39017,OH,9,623220
2013,39017,OH,10,623220
2014,39017,OH,9,623220
2015,39017,OH,9,623220
2016,39017,OH,10,623220
2009,39023,OH,2,623220
2010,39023,OH,2,623220
2011,39023,OH,2,623220
2012,39023,OH,2,623220
2013,39023,OH,2,623220
2014,39023,OH,3,623220
2015,39023,OH,3,623220
2016,39023,OH,3,623220
2012,39025,OH,1,623220
2013,39025,OH,1,623220
2014,39025,OH,1,623220
2015,39025,OH,1,623220
2016,39025,OH,1,623220
2009,39029,OH,1,623220
2010,39029,OH,1,623220
2011,39029,OH,2,623220
2012,39029,OH,2,623220
2013,39029,OH,2,623220
2014,39029,OH,3,623220
2015,39029,OH,3,623220
2016,39029,OH,3,623220
2009,39035,OH,49,623220
2010,39035,OH,46,623220
2011,39035,OH,47,623220
2012,39035,OH,46,623220
2013,39035,OH,34,623220
2014,39035,OH,33,623220
2015,39035,OH,33,623220
2016,39035,OH,38,623220
2009,39041,OH,2,623220
2010,39041,OH,1,623220
2011,39041,OH,1,623220
2015,39041,OH,1,623220
2016,39041,OH,2,623220
2009,39043,OH,2,623220
2010,39043,OH,2,623220
2011,39043,OH,2,623220
2012,39043,OH,1,623220
2013,39043,OH,2,623220
2014,39043,OH,2,623220
2015,39043,OH,2,623220
2016,39043,OH,2,623220
2009,39045,OH,1,623220
2010,39045,OH,1,623220
2011,39045,OH,1,623220
2012,39045,OH,1,623220
2013,39045,OH,1,623220
2014,39045,OH,1,623220
2015,39045,OH,2,623220
2016,39045,OH,2,623220
2009,39049,OH,28,623220
2010,39049,OH,25,623220
2011,39049,OH,25,623220
2012,39049,OH,28,623220
2013,39049,OH,29,623220
2014,39049,OH,29,623220
2015,39049,OH,28,623220
2016,39049,OH,30,623220
2009,39057,OH,4,623220
2010,39057,OH,4,623220
2011,39057,OH,3,623220
2012,39057,OH,6,623220
2013,39057,OH,6,623220
2014,39057,OH,6,623220
2015,39057,OH,6,623220
2016,39057,OH,6,623220
2009,39059,OH,2,623220
2010,39059,OH,2,623220
2011,39059,OH,2,623220
2012,39059,OH,1,623220
2013,39059,OH,1,623220
2014,39059,OH,1,623220
2015,39059,OH,1,623220
2016,39059,OH,1,623220
2009,39061,OH,24,623220
2010,39061,OH,24,623220
2011,39061,OH,24,623220
2012,39061,OH,22,623220
2013,39061,OH,23,623220
2014,39061,OH,22,623220
2015,39061,OH,23,623220
2016,39061,OH,23,623220
2009,39069,OH,1,623220
2010,39069,OH,1,623220
2011,39069,OH,1,623220
2009,39071,OH,2,623220
2010,39071,OH,2,623220
2011,39071,OH,2,623220
2012,39071,OH,2,623220
2013,39071,OH,2,623220
2014,39071,OH,2,623220
2015,39071,OH,2,623220
2016,39071,OH,1,623220
2009,39075,OH,1,623220
2010,39075,OH,1,623220
2011,39075,OH,1,623220
2015,39081,OH,1,623220
2016,39081,OH,2,623220
2009,39085,OH,3,623220
2010,39085,OH,3,623220
2011,39085,OH,3,623220
2012,39085,OH,3,623220
2013,39085,OH,3,623220
2014,39085,OH,2,623220
2015,39085,OH,3,623220
2016,39085,OH,2,623220
2011,39087,OH,1,623220
2012,39087,OH,1,623220
2013,39087,OH,1,623220
2014,39087,OH,1,623220
2015,39087,OH,2,623220
2016,39087,OH,1,623220
2009,39089,OH,1,623220
2010,39089,OH,1,623220
2009,39093,OH,1,623220
2010,39093,OH,1,623220
2011,39093,OH,2,623220
2012,39093,OH,6,623220
2013,39093,OH,6,623220
2014,39093,OH,6,623220
2015,39093,OH,6,623220
2016,39093,OH,8,623220
2009,39095,OH,13,623220
2010,39095,OH,12,623220
2011,39095,OH,10,623220
2012,39095,OH,7,623220
2013,39095,OH,7,623220
2014,39095,OH,6,623220
2015,39095,OH,4,623220
2016,39095,OH,7,623220
2009,39099,OH,4,623220
2010,39099,OH,4,623220
2011,39099,OH,3,623220
2012,39099,OH,3,623220
2013,39099,OH,3,623220
2014,39099,OH,4,623220
2015,39099,OH,5,623220
2016,39099,OH,7,623220
2011,39101,OH,1,623220
2012,39101,OH,1,623220
2013,39101,OH,1,623220
2014,39101,OH,1,623220
2015,39101,OH,2,623220
2016,39101,OH,1,623220
2010,39103,OH,1,623220
2011,39103,OH,1,623220
2012,39103,OH,1,623220
2009,39105,OH,1,623220
2010,39105,OH,1,623220
2011,39105,OH,1,623220
2016,39105,OH,1,623220
2009,39113,OH,12,623220
2010,39113,OH,12,623220
2011,39113,OH,12,623220
2012,39113,OH,13,623220
2013,39113,OH,13,623220
2014,39113,OH,13,623220
2015,39113,OH,12,623220
2016,39113,OH,12,623220
2009,39117,OH,2,623220
2010,39117,OH,2,623220
2011,39117,OH,2,623220
2014,39117,OH,1,623220
2015,39117,OH,1,623220
2016,39117,OH,1,623220
2009,39123,OH,1,623220
2010,39123,OH,1,623220
2014,39123,OH,1,623220
2015,39123,OH,1,623220
2016,39123,OH,1,623220
2012,39125,OH,1,623220
2013,39125,OH,1,623220
2014,39125,OH,1,623220
2015,39125,OH,1,623220
2016,39125,OH,1,623220
2009,39131,OH,2,623220
2010,39131,OH,2,623220
2011,39131,OH,2,623220
2013,39131,OH,1,623220
2014,39131,OH,1,623220
2015,39131,OH,1,623220
2016,39131,OH,1,623220
2009,39133,OH,4,623220
2010,39133,OH,4,623220
2011,39133,OH,4,623220
2012,39133,OH,4,623220
2013,39133,OH,4,623220
2014,39133,OH,4,623220
2015,39133,OH,5,623220
2016,39133,OH,6,623220
2009,39139,OH,6,623220
2010,39139,OH,5,623220
2011,39139,OH,3,623220
2012,39139,OH,3,623220
2013,39139,OH,3,623220
2014,39139,OH,3,623220
2015,39139,OH,3,623220
2016,39139,OH,3,623220
2009,39143,OH,1,623220
2010,39143,OH,1,623220
2011,39143,OH,1,623220
2012,39143,OH,1,623220
2013,39143,OH,1,623220
2014,39143,OH,1,623220
2015,39143,OH,1,623220
2016,39143,OH,1,623220
2009,39145,OH,2,623220
2010,39145,OH,2,623220
2011,39145,OH,2,623220
2012,39145,OH,2,623220
2013,39145,OH,3,623220
2014,39145,OH,4,623220
2015,39145,OH,3,623220
2016,39145,OH,3,623220
2012,39147,OH,1,623220
2013,39147,OH,1,623220
2014,39147,OH,1,623220
2015,39147,OH,1,623220
2009,39149,OH,1,623220
2010,39149,OH,1,623220
2011,39149,OH,1,623220
2012,39149,OH,1,623220
2013,39149,OH,1,623220
2014,39149,OH,1,623220
2015,39149,OH,1,623220
2009,39151,OH,4,623220
2010,39151,OH,4,623220
2011,39151,OH,4,623220
2012,39151,OH,7,623220
2013,39151,OH,10,623220
2014,39151,OH,11,623220
2015,39151,OH,13,623220
2016,39151,OH,17,623220
2009,39153,OH,12,623220
2010,39153,OH,12,623220
2011,39153,OH,13,623220
2012,39153,OH,14,623220
2013,39153,OH,15,623220
2014,39153,OH,13,623220
2015,39153,OH,15,623220
2016,39153,OH,16,623220
2009,39155,OH,2,623220
2010,39155,OH,3,623220
2011,39155,OH,3,623220
2012,39155,OH,2,623220
2013,39155,OH,2,623220
2014,39155,OH,1,623220
2015,39155,OH,2,623220
2016,39155,OH,5,623220
2009,39157,OH,1,623220
2010,39157,OH,1,623220
2011,39157,OH,1,623220
2012,39157,OH,1,623220
2013,39157,OH,1,623220
2014,39157,OH,1,623220
2015,39157,OH,1,623220
2016,39157,OH,1,623220
2009,39165,OH,1,623220
2013,39165,OH,2,623220
2014,39165,OH,1,623220
2015,39165,OH,1,623220
2009,39169,OH,5,623220
2010,39169,OH,3,623220
2011,39169,OH,4,623220
2012,39169,OH,4,623220
2013,39169,OH,3,623220
2014,39169,OH,3,623220
2015,39169,OH,4,623220
2016,39169,OH,3,623220
2009,39173,OH,2,623220
2010,39173,OH,1,623220
2014,39173,OH,1,623220
2015,39173,OH,1,623220
2016,39173,OH,1,623220
2009,40001,OK,1,623220
2010,40001,OK,1,623220
2011,40001,OK,1,623220
2012,40001,OK,1,623220
2013,40001,OK,1,623220
2014,40001,OK,1,623220
2015,40001,OK,1,623220
2016,40001,OK,1,623220
2009,40011,OK,1,623220
2010,40011,OK,1,623220
2011,40011,OK,1,623220
2010,40013,OK,1,623220
2011,40013,OK,1,623220
2012,40013,OK,1,623220
2013,40013,OK,1,623220
2014,40013,OK,1,623220
2015,40013,OK,1,623220
2016,40013,OK,1,623220
2010,40017,OK,1,623220
2012,40017,OK,1,623220
2009,40019,OK,1,623220
2010,40019,OK,1,623220
2011,40019,OK,1,623220
2012,40019,OK,1,623220
2013,40019,OK,1,623220
2014,40019,OK,1,623220
2015,40019,OK,2,623220
2016,40019,OK,2,623220
2009,40027,OK,1,623220
2010,40027,OK,1,623220
2011,40027,OK,1,623220
2012,40027,OK,1,623220
2013,40027,OK,1,623220
2014,40027,OK,2,623220
2015,40027,OK,2,623220
2016,40027,OK,2,623220
2009,40031,OK,3,623220
2010,40031,OK,3,623220
2011,40031,OK,3,623220
2012,40031,OK,1,623220
2013,40031,OK,1,623220
2014,40031,OK,1,623220
2015,40031,OK,1,623220
2016,40031,OK,2,623220
2009,40035,OK,3,623220
2010,40035,OK,3,623220
2011,40035,OK,3,623220
2012,40035,OK,3,623220
2013,40035,OK,2,623220
2014,40035,OK,2,623220
2015,40035,OK,3,623220
2016,40035,OK,3,623220
2016,40037,OK,1,623220
2012,40041,OK,1,623220
2013,40041,OK,1,623220
2014,40041,OK,1,623220
2015,40041,OK,1,623220
2016,40041,OK,2,623220
2009,40047,OK,1,623220
2010,40047,OK,1,623220
2011,40047,OK,1,623220
2012,40047,OK,1,623220
2013,40047,OK,1,623220
2014,40047,OK,1,623220
2015,40047,OK,1,623220
2016,40047,OK,1,623220
2012,40051,OK,1,623220
2013,40051,OK,1,623220
2014,40051,OK,1,623220
2015,40051,OK,1,623220
2016,40051,OK,1,623220
2013,40055,OK,1,623220
2009,40069,OK,1,623220
2010,40069,OK,1,623220
2012,40069,OK,1,623220
2013,40069,OK,1,623220
2014,40069,OK,1,623220
2015,40069,OK,1,623220
2016,40069,OK,1,623220
2009,40071,OK,3,623220
2010,40071,OK,3,623220
2011,40071,OK,3,623220
2012,40071,OK,4,623220
2013,40071,OK,4,623220
2014,40071,OK,3,623220
2015,40071,OK,3,623220
2016,40071,OK,3,623220
2010,40077,OK,1,623220
2011,40077,OK,1,623220
2009,40083,OK,1,623220
2010,40083,OK,1,623220
2011,40083,OK,1,623220
2012,40083,OK,2,623220
2013,40083,OK,2,623220
2014,40083,OK,2,623220
2015,40083,OK,2,623220
2016,40083,OK,2,623220
2009,40085,OK,1,623220
2010,40085,OK,1,623220
2011,40085,OK,1,623220
2009,40087,OK,1,623220
2010,40087,OK,1,623220
2011,40087,OK,2,623220
